"subject" "activity_label" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
2 "walking_downstairs" 3 2 3 NA -0.635129255106383 -0.247933472419149 0.162723854808511 0.372638460382979 0.0255011033191489 0.0451822640425532 -0.530707239361702 -0.0715963052904255 0.132899850775532 0.0455148915659574 0.230421193882979 -0.107181265489362 0.358804994757447 0.0329745175234043 0.0329745175234043 0.0825645662978723 -0.340749309929787 -0.352856443404255 0.137943311302128 0.0799973712212766 -0.828356011489362 -0.581770836382979 -0.869565525744681 -0.750314753595745 -0.666880558297872 -0.869575452340426 -0.851019153617021 0.0938321297617021 0.0188355111404255 0.103971241706383 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.861831345531915 -0.325780100638298 -0.0438890162723404 0.110040615569574 -0.00327959081489362 -0.0209351677765957 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 0.212135428978723 0.0790410821085106 0.0790410821085106 0.00565053229978724 0.187380402638298 0.112841160325532 0.278345041765957 -0.131290772 0.138120681087234 0.0962091607617021 -0.271498721106383 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.759261478297872 -0.447801660425532 0.0750976283351064 -0.290077728731915
2 "walking_upstairs" 2 2 2 NA -0.431575933541667 -0.411630790895833 0.18153981034375 0.358907810729167 0.203143954291667 -0.169191851458333 -0.45803089125 -0.138556992870208 0.307773663458333 0.0786132273125 0.1841551464375 0.440031015833333 0.242502875958333 0.07366899108125 0.07366899108125 0.0522921439416667 -0.244528448570833 -0.350106756083333 0.1407928295875 -0.00629092502708333 -0.895360060625 -0.580208938333333 -0.94891047875 -0.887696392708333 -0.845151461875 -0.951688811041667 -0.932848775 0.107680395229167 -0.0119168233583333 -0.022752769044375 0.247164790395833 -0.0214121132045833 -0.152513899520833 0.790717418541667 -0.416214890416667 -0.195888238891667 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 0.1574097324375 0.0751369210020833 0.0751369210020833 -0.2050595805 0.319991629791667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.628462754229167 -0.46785115375 -0.223830448503333 -0.292661082145833
3 "laying" 6 3 6 NA -0.0577481457903226 -0.198585718272581 -0.376096497496774 0.196565364580645 -0.426717395414516 -0.799381606774194 -0.163009063285484 0.0577616365080645 -0.115638882836774 -0.438123050925323 0.111839253698387 -0.00417894761129032 -0.18978188524 -0.161597683832258 -0.161597683832258 -0.181017838380645 -0.0792573267193548 -0.308093996854839 0.0071008754516129 -0.114798246790323 -0.997914822419355 -0.99743164983871 -0.999479265483871 -0.998423517419355 -0.999319594516129 -0.999590742258065 -0.997923514354839 0.236990127870968 0.238611133937097 -0.0229296114693548 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.241758478064516 0.837032099677419 0.48870318516129 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.10004449883871 -0.0389771765322581 -0.06873387 0.101320737105968 0.218997422917742 0.218997422917742 -0.103741952662903 0.118705859445161 -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.980513202258064 -0.968752113709677 -0.979122344354839 -0.970167262903226 -0.978099682258065 -0.962341960806452 -0.998046938387097 -0.449730952548387 -0.448886207354839 -0.245513311658065
3 "sitting" 4 3 4 NA -0.173679992792308 -0.195826108173077 0.307555039634615 -0.503436813788462 -0.214421031269231 0.415605488128846 -0.124060039305192 -0.0354706009788462 0.0239863636019231 -0.229382182941538 0.0013854166673077 -0.345641545742308 -0.149677853775 -0.0158669735961538 -0.0158669735961538 -0.165988054115385 -0.0323733314807692 -0.249459191480769 -0.0784676218923077 -0.128179260230769 -0.988276869038462 -0.965791323576923 -0.998304688461538 -0.997519008461539 -0.998336622692308 -0.9993081875 -0.996720398269231 0.02816007875 0.286795769778846 -0.115525765230769 0.257197599134615 -0.00350299841730769 -0.0983579203269231 0.901098984615385 0.127303379245962 0.139020582461538 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.103605889057692 -0.0360909881807692 -0.0590079966686538 0.129855049096154 0.0904299820576923 0.0904299820576923 -0.0734615667807692 0.0619906458211539 -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.974950363461538 -0.954170151346154 -0.970845669423077 -0.957550637692308 -0.95617355 -0.934967958846154 -0.990738290961538 -0.199391691069231 -0.445595575461538 -0.0830552189057692
3 "standing" 5 3 5 NA 0.17452298112541 -0.191808084983607 0.147171336183607 0.775267830327869 0.0417871234262295 0.177417122114754 -0.00336822211967213 -0.0701330367213115 0.0336277803444262 -0.408651397508197 -0.0158654961770492 -0.160327539196721 -0.305209174491803 -0.0216942120163934 -0.0216942120163934 -0.0655628647540984 0.143541526463934 -0.0670278295672131 0.00176190309393443 -0.204169660032951 -0.996506464426229 -0.987061782786885 -0.999169031311475 -0.998681596557377 -0.998567565737705 -0.999335274590164 -0.995492574262295 -0.000332753967377052 0.129816297732787 -0.309822161422951 0.280046513278689 -0.0143376555065574 -0.101621722633148 0.93503077852459 -0.301735130327869 0.024763106752459 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 0.0468451078245902 0.16845550546 0.16845550546 0.0101650289391803 -0.0229128856967213 -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.957666856721311 -0.943497973606557 -0.969174903442623 -0.901282267540984 -0.937711157213115 -0.916172537704918 -0.993658646885246 -0.294507415901639 -0.403904317262295 -0.153454352459016
3 "walking" 1 3 1 NA -0.210617311913793 -0.3000793945 0.43910710362069 0.236571094982759 0.140368770689655 0.119717908474138 -0.269100116222414 -0.154998805224138 0.244050854189655 0.116839376274138 0.00185472517586207 -0.173056619346552 0.542700183275862 0.0438267057 0.0438267057 -0.0698516964681034 -0.0895424885526724 -0.177299536823966 -0.199023779502414 -0.00914485798965517 -0.925093777241379 -0.808514186551724 -0.951975207068966 -0.910437342931035 -0.805597267931034 -0.955149565172414 -0.94761116362069 0.113494312836207 -0.11716398312069 0.180946463034483 0.275567462068966 -0.0171767844203448 -0.112674859827586 0.936506743275862 -0.261986357931034 -0.138107866258621 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 0.00689010171724138 0.0430059694948276 0.0430059694948276 0.11793188822931 0.00379936886206897 -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.304694442551724 -0.140508590224138 -0.514137255344828 -0.437845763793103 -0.561526265344828 -0.418126217413793 -0.863666175689655 -0.468456117241379 0.147218606294828 -0.345724026172414
3 "walking_downstairs" 3 3 3 NA -0.388041893877551 -0.163662556032653 0.158475915926531 -0.0691188138163265 -0.00765750530612245 0.203033647387755 -0.160532043979592 0.0219951678283673 -0.0435955738979592 -0.302539176204082 -0.0257552263561225 -0.153215395693878 -0.109217541104082 0.192195371142857 0.192195371142857 0.132264562320408 -0.0342871645244898 -0.131048414632653 -0.142390640299796 -0.0850569763813061 -0.938703792653061 -0.789208894285714 -0.945172437959184 -0.889487120204082 -0.856330214285714 -0.944629391020408 -0.938822477142857 0.0439616686306122 0.0434967841218367 -0.0516699550093633 0.292423484693878 -0.0193554079328571 -0.116139842908163 0.939057787755102 -0.228829214285714 -0.102352758040816 0.0725689294489796 0.0109707769183673 -0.00202727978142857 -0.13157327645102 -0.0139358043959184 0.123826738353061 -0.0778701650285714 -0.0391567930959184 -0.0416193131122449 -0.0130671214714286 -0.150139501985714 -0.150139501985714 -0.147233266061224 0.159734893918367 -0.0421706943244898 -0.00770048300204082 -0.404452414285714 -0.0906707125102041 -0.135938542632653 -0.529059450612245 -0.129066574295918 -0.542694164081633 -0.302866461179592 -0.846669520408163 -0.539080391836735 -0.190437041653061 -0.425942673897959
3 "walking_upstairs" 2 3 2 NA -0.556772286440678 -0.296964761728814 0.313487331542373 0.708661599152542 0.303960852481356 0.0918830017118644 -0.404897023389831 -0.116218382444068 0.354435184491525 -0.187938345915254 -0.251867039033898 0.020611202779661 0.285124417508475 0.315025626372881 0.315025626372881 0.0935994493130509 0.078385742379661 -0.0926946778864407 -0.135008311166102 -0.175988072362712 -0.95626590779661 -0.791465862372881 -0.978183097118644 -0.958471837288136 -0.925101388644068 -0.97942602559322 -0.957132078305085 0.0238218745338983 0.0904944091525424 -0.177730591459322 0.260819873067797 -0.0324109410555932 -0.110064863437288 0.883533436101695 -0.382851153728814 -0.162943955254237 0.0426880986186441 0.0397249270484746 0.0208205538101695 0.0721980309322034 -0.139275405637288 0.0215603697 -0.115510569491525 -0.0400372510491525 -0.0498180874305085 -0.115903370675559 -0.0743172052661017 -0.0743172052661017 -0.215141046067797 0.101327657876271 -0.392004211474576 -0.0788094156644068 -0.504494528474576 -0.478434306271186 -0.283772547471017 -0.677314534067797 -0.378216681762712 -0.637293508305085 -0.431503361525424 -0.869176495254237 -0.422657510271186 -0.165041332915254 -0.340602416683051
4 "laying" 6 4 6 NA -0.0785467826277778 -0.424052053055556 -0.048102286662037 -0.049016751337037 -0.523924495388889 -0.155121997962963 -0.00962296554074074 0.153753289624074 0.0909557492907407 -0.582708594244444 0.417635467035185 -0.321137959318333 0.0374708035685185 -0.187825586981481 -0.187825586981481 -0.19462290342963 0.0630894686092593 -0.326615636074074 -0.00847718612962963 -0.213939327314815 -0.998511592037037 -0.997571035 -0.999148916851852 -0.998566838333333 -0.99890646462963 -0.999175541296296 -0.997954485185185 0.241697899814815 0.274027349574074 -0.259851969798148 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.420664662222222 0.915165104259259 0.341531310555556 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 0.232271997607407 0.225122605121111 0.225122605121111 -0.181460090214815 -0.0809258701574074 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.997926917592593 -0.306561277690741 -0.384445237425926 0.00233095709259259
4 "sitting" 4 4 4 NA -0.219438312084 -0.39574529516 0.16930611784 -0.503719159 -0.554197337144 0.12224417678 -0.09123062572 0.1260306516592 0.081225216248 -0.17124696842 0.0947502145976 -0.15180907356 0.040066196012 0.0068347081186 0.0068347081186 -0.163726407334 0.026410007352 -0.22133027636 -0.0575150009624 -0.17701907396 -0.9948525238 -0.9894501484 -0.9989789172 -0.9987038842 -0.9991372172 -0.9994306222 -0.9981177264 0.028092110644 0.22719801466 -0.20008475764 0.27153827992 -0.007163065158 -0.10587459588 0.8693030064 0.211622539936894 0.11012048108 0.0784500239 -0.0108582171094 -0.0121499951596 -0.04944351156 -0.08943006108 0.10115033478 -0.09694948424 -0.041848389996 -0.0489964351672 0.26068645585 0.06298191048 0.06298191048 -0.152860590804 0.01715450866 -0.9774624984 -0.9057829318 -0.9517837432 -0.9768457126 -0.9442983908 -0.9751549056 -0.9605896358 -0.9675836478 -0.9337768922 -0.9943091596 -0.18828630828 -0.3133880564316 -0.02869016002
